Datetime,total_feed(TPH),reject(TPH),sep_drive_speed(RPM),bucket_elevator(AMP),mill_sound(%),cement_category
13-04-2023 17:00,129.2332153,16.89011002,617.9985962,57.82662201,71.01343536,0
13-04-2023 18:00,128.6173449,12.9426136,600.585144,58.16849899,73.26007843,0
13-04-2023 19:00,128.1797318,34.81563187,600.585144,57.77777863,77.48474121,0
13-04-2023 20:00,127.5865755,2.976801157,600.585144,59.82906342,77.72894287,0
13-04-2023 21:00,128.3057442,27.89133072,600.585144,58.99878311,79.68254089,0
13-04-2023 22:00,129.8442011,20.06105042,600.585144,61.05006409,76.80097961,0
13-04-2023 23:00,130.2075729,14.88400459,600.585144,58.46154022,76.09279633,0
14-04-2023 00:00,129.7870607,22.90842628,600.585144,61.63614273,77.48474121,0
14-04-2023 01:00,129.3264971,8.995116234,600.585144,57.63125992,71.62393188,0
14-04-2023 02:00,129.1562958,9.965812683,600.585144,60.56166458,79.21855927,0
14-04-2023 03:00,128.6720409,19.93162537,600.585144,58.26618195,72.7960968,0
14-04-2023 04:00,130.3770542,17.92551994,600.585144,61.58730316,72.99145508,0
14-04-2023 05:00,130.6835241,9.901099205,600.585144,61.53846359,81.26984406,0
14-04-2023 06:00,128.4627647,17.99023247,600.585144,60.61050415,81.95360565,0
14-04-2023 07:00,122.9609337,10.87179565,600.585144,58.41270065,80.43955994,0
14-04-2023 08:00,132.7650862,13.97802258,578.1964722,58.80342102,78.82784271,0
